184	1	138	8 1 0
20	18	15	18	9	32	9	4	30	19	21	0	21	20	15	6	32	40	22	17	26	18	10	30	17	12	39	36	19	13	26	23	16	11	15	22	5	10	7	13	41	10	16	18	32	17	41	42	37	38	3	7	26	24	40	16	27	28	34	18	29	20	18	19	38	25	22	29	26	25	31	9	37	22	15	23	34	27	13	15	10	18	16	22	35	37	40	16	22	31	20	19	29	27	21	12	0	22	35	21	11	6	30	4	6	28	35	9	5	11	8	24	11	39	14	17	25	14	20	32	18	20	21	19	33	25	28	23	19	30	35	1	25	17	41	39	38	23
17	32	11	26	18	16	30	19	27	24	13	23	20	8	14	18	22	22	0	14	23	22	31	27	18	26	8	15	17	13	24	19	33	25	8	30	19	13	18	12	14	17	9	11	7	8	9	15	15	20	24	16	16	21	9	13	18	12	10	26	28	17	22	11	9	16	11	26	14	8	23	15	19	19	16	20	5	25	34	30	31	18	17	17	15	13	12	11	34	28	4	14	9	5	2	21	22	0	22	19	14	19	27	22	18	20	12	18	30	14	31	9	17	5	14	13	13	22	12	27	28	16	15	5	6	17	25	14	16	27	12	24	25	11	14	18	16	11
18	34	33	28	31	7	33	32	17	25	22	35	17	32	36	30	41	39	22	20	24	25	34	20	22	29	25	33	19	35	25	15	34	29	27	23	32	29	31	26	32	33	26	33	16	29	27	33	33	4	37	29	13	17	27	34	13	17	15	27	6	18	25	23	27	15	22	15	14	23	9	31	3	17	37	19	27	11	37	31	34	22	23	16	10	11	30	33	27	7	24	20	18	22	24	26	35	22	0	24	33	32	11	32	29	12	31	34	33	25	34	23	34	24	36	24	20	25	35	6	29	17	19	30	32	13	10	18	38	18	30	36	14	32	32	36	34	21
6	15	20	9	18	18	16	18	14	4	8	22	7	19	23	17	27	28	19	6	3	5	17	8	4	15	26	30	3	22	6	12	15	10	14	11	19	15	18	12	28	19	13	20	19	16	29	39	34	23	23	16	12	4	27	21	13	14	20	8	18	4	6	9	25	11	9	10	14	12	19	17	20	8	24	5	21	16	12	11	15	3	9	9	22	21	37	20	14	19	17	6	17	15	18	12	21	19	24	0	19	18	10	18	16	17	23	19	16	12	17	11	20	27	23	10	12	8	23	20	10	5	10	17	20	10	17	11	24	13	23	23	6	19	28	26	28	10
18	26	4	21	6	31	17	8	28	18	17	12	19	8	6	7	16	17	14	15	24	16	19	29	15	9	15	19	17	5	24	22	22	14	7	32	8	6	6	5	17	5	8	7	26	7	18	28	23	36	13	5	24	22	16	4	26	24	29	19	28	18	16	10	14	24	16	27	24	17	29	3	36	20	7	22	13	25	21	19	18	16	9	20	34	32	25	4	25	28	12	16	24	14	13	9	11	14	33	19	0	8	28	11	9	26	11	6	12	8	17	13	6	18	5	7	20	11	9	30	22	18	19	9	12	23	26	20	7	29	11	13	23	6	17	15	17	18
17	17	12	17	6	30	8	6	27	15	18	6	18	17	13	2	34	37	20	14	23	15	10	28	14	6	36	40	16	10	23	20	15	10	12	30	6	7	4	10	38	7	13	16	29	14	38	43	38	35	7	4	23	21	37	13	25	25	31	16	26	17	15	16	35	22	19	26	23	22	28	7	34	19	12	20	31	24	13	14	10	15	13	19	32	34	41	13	22	28	17	16	26	24	18	6	6	19	32	18	8	0	27	3	3	25	32	7	4	8	8	21	8	37	11	14	22	7	17	29	18	17	18	16	30	22	25	20	14	27	33	8	22	14	38	36	38	20
13	18	27	12	26	18	28	27	5	9	15	30	9	27	30	25	35	36	27	15	8	20	29	10	15	23	34	38	13	30	9	9	18	23	21	12	27	24	27	21	35	27	21	28	24	24	32	47	41	14	31	25	15	7	34	29	13	17	23	11	6	11	20	19	33	13	16	3	16	20	13	25	13	7	32	9	29	6	18	15	21	15	17	10	21	21	45	28	16	7	24	15	22	22	26	20	30	27	11	10	28	27	0	27	23	11	31	28	27	20	28	18	29	30	30	19	19	20	30	8	13	12	14	24	27	11	4	15	32	6	31	31	4	27	35	34	36	16
18	15	15	16	8	30	6	5	28	16	18	4	19	20	15	5	37	38	23	14	16	13	7	20	14	6	36	40	16	13	18	21	13	8	15	19	5	10	7	13	38	10	16	19	29	17	39	46	41	35	5	7	24	21	37	16	25	26	32	16	27	18	12	16	36	23	19	27	23	22	28	10	35	19	15	21	31	25	10	12	7	15	13	20	32	35	44	16	20	28	20	16	26	25	21	6	4	22	32	18	11	3	27	0	4	25	33	10	2	9	6	21	11	37	14	14	23	7	20	29	16	18	19	27	30	23	25	20	17	28	33	5	22	17	38	36	39	20
14	17	13	14	8	26	8	9	24	12	15	6	15	26	14	4	33	34	18	11	12	9	10	24	10	3	32	37	13	11	15	17	15	5	10	27	9	5	9	9	35	9	11	16	26	12	35	45	41	32	7	7	20	18	34	13	21	20	29	13	23	14	8	13	32	19	16	23	20	19	24	7	31	16	13	17	27	21	13	13	10	12	10	16	28	27	43	13	19	24	16	12	23	21	17	3	6	18	29	16	9	3	23	4	0	22	30	10	4	6	8	17	10	33	11	11	18	5	29	25	15	14	15	24	27	19	22	16	15	24	29	8	19	15	35	32	34	18
11	27	26	21	24	9	26	25	10	18	15	28	10	25	29	23	33	34	20	13	17	18	27	21	15	22	24	37	9	28	18	5	27	21	20	24	25	22	24	19	33	26	19	26	14	22	24	30	31	14	30	22	6	9	25	27	3	9	14	20	6	11	18	16	31	5	15	9	9	12	4	24	14	10	30	11	27	2	30	24	27	14	15	5	11	15	28	26	28	4	21	13	13	20	23	19	28	20	12	17	26	25	11	25	22	0	28	27	26	18	27	16	27	22	29	16	9	18	28	9	22	10	12	23	25	4	4	7	31	11	28	29	8	25	34	31	34	9
20	36	8	30	16	25	33	29	32	27	17	36	23	5	10	31	6	7	13	19	26	25	35	30	22	29	5	10	20	10	28	23	36	28	14	33	30	17	16	17	5	15	15	6	16	12	8	10	14	29	37	16	24	25	6	8	26	20	18	29	29	22	26	14	4	22	17	31	22	15	30	14	28	22	11	23	6	29	38	33	34	22	22	22	23	21	7	7	37	32	11	19	17	13	8	25	35	12	31	23	11	32	31	33	30	28	0	15	33	24	34	13	13	8	10	17	20	25	5	33	32	20	19	10	4	26	29	21	11	30	0	37	26	8	5	5	6	18
19	24	8	22	2	31	15	5	29	20	19	10	20	13	7	6	19	20	18	15	25	17	17	28	16	10	18	23	18	5	25	22	22	16	12	31	5	8	3	11	20	2	13	11	31	12	21	31	26	37	11	5	25	22	19	7	26	27	33	21	28	19	17	17	17	24	20	28	25	24	29	6	36	21	5	22	16	26	20	21	17	17	14	21	33	36	29	8	36	29	16	17	28	18	17	10	9	18	34	19	6	7	28	10	10	27	15	0	11	9	14	17	2	22	5	16	24	13	13	30	23	19	20	13	15	24	26	21	9	29	15	12	23	10	20	18	21	21
18	13	16	14	9	30	5	6	28	14	18	5	19	30	16	5	37	38	30	14	14	11	6	18	12	7	36	41	17	14	17	21	12	6	15	18	6	10	8	14	39	11	17	19	29	17	39	47	42	36	6	7	24	22	38	16	25	26	32	14	27	18	10	17	36	23	19	27	26	22	28	10	35	19	16	20	32	25	9	10	6	13	13	20	32	35	44	16	18	28	26	16	27	25	28	7	5	30	33	16	12	4	27	2	4	26	33	11	0	10	4	21	12	37	14	14	23	9	21	29	14	18	19	28	30	23	25	20	19	28	33	6	22	18	39	37	39	21
11	26	10	18	7	23	17	8	21	17	9	12	12	20	12	7	28	29	14	6	16	8	18	21	8	6	27	31	9	10	18	14	20	12	6	24	8	2	7	3	25	8	6	14	20	8	30	40	31	28	13	5	17	15	24	11	18	16	23	17	20	11	9	6	26	16	10	20	16	13	21	4	28	12	12	14	22	17	19	17	17	9	4	13	28	27	38	11	28	21	12	7	17	11	13	3	11	14	25	12	8	8	20	9	6	18	24	9	10	0	17	7	9	28	10	3	13	5	23	22	20	10	11	10	17	16	19	13	14	21	24	13	15	13	25	27	29	13
19	12	20	13	14	31	1	10	20	15	19	8	20	31	21	9	39	39	31	16	15	12	2	17	13	10	37	42	18	18	15	22	10	7	19	17	10	15	12	18	40	15	18	32	30	22	40	46	46	37	6	12	25	23	39	21	26	27	33	13	28	19	11	18	37	24	21	28	25	23	29	15	36	21	21	22	33	26	8	9	4	14	15	21	33	36	43	21	17	29	27	17	28	26	29	12	8	31	34	17	17	8	28	6	8	27	34	14	4	17	0	22	17	38	19	15	24	10	34	31	13	19	20	29	32	24	26	21	24	20	34	10	23	31	40	38	40	22
7	24	10	18	19	20	22	21	19	15	5	23	10	9	13	19	17	18	9	6	14	13	22	19	10	17	16	20	8	12	15	12	24	17	3	22	20	9	21	6	18	21	3	10	9	6	19	29	24	23	25	19	12	12	17	11	15	11	12	18	18	9	13	2	15	10	4	18	11	4	19	10	22	10	14	12	11	16	25	21	22	9	9	9	17	15	27	10	26	19	6	6	11	4	8	12	24	9	23	11	13	21	18	21	17	16	13	17	21	7	22	0	16	19	13	4	7	14	13	20	19	8	6	7	10	13	16	8	14	18	13	24	13	10	18	16	18	5
19	25	6	21	3	31	17	8	30	20	20	11	20	12	6	7	18	19	17	16	25	17	18	29	17	11	17	22	18	4	26	22	23	16	12	32	8	7	5	10	19	1	13	10	31	11	20	30	25	37	13	5	26	23	18	6	26	28	34	21	28	20	18	19	16	24	21	29	25	19	29	5	36	21	4	22	15	27	20	21	17	18	11	22	34	37	28	7	36	30	15	18	28	17	16	10	11	17	34	20	6	8	29	11	10	27	13	2	12	9	17	16	0	20	4	16	24	13	11	31	22	20	21	12	14	25	27	22	8	29	14	13	24	9	19	17	19	22
19	37	15	31	22	21	38	36	32	29	21	39	23	8	16	35	18	17	4	22	28	29	39	32	26	33	3	11	24	17	29	22	38	32	13	35	37	18	23	16	9	20	14	9	10	19	4	10	10	22	41	34	18	26	4	15	20	14	12	31	30	24	30	21	4	18	19	31	16	13	25	21	21	25	18	25	5	27	41	34	38	25	25	20	17	15	7	14	39	30	9	22	12	9	6	28	39	5	24	27	18	37	30	37	33	22	8	22	37	28	38	19	20	0	17	23	16	29	10	30	33	23	19	15	6	20	28	17	18	32	7	41	28	10	10	13	11	18
19	36	3	30	7	30	20	10	31	27	17	14	22	9	3	9	16	16	14	18	26	18	20	31	17	11	14	19	21	1	27	24	25	17	9	33	13	8	7	10	16	5	10	7	26	8	17	27	22	39	15	7	24	25	15	2	25	23	29	29	30	21	18	15	13	23	16	30	23	16	31	6	38	22	2	23	12	28	23	22	20	21	13	21	34	32	25	4	38	31	12	18	23	14	13	11	14	14	36	23	5	11	30	14	11	29	10	5	14	10	19	13	4	17	0	12	19	13	8	33	31	20	18	9	11	25	28	20	4	31	11	15	25	6	16	14	16	17
9	24	10	16	13	21	15	14	19	15	5	17	10	14	12	12	22	22	13	4	15	7	16	19	6	11	20	25	8	11	15	12	18	10	4	22	14	5	13	2	22	15	4	15	16	7	23	33	28	27	18	11	15	13	21	10	16	17	19	15	18	9	7	3	20	14	6	18	15	8	19	8	26	11	13	12	15	16	18	16	15	6	2	11	24	22	31	10	26	19	9	4	13	9	12	5	17	13	24	10	7	14	19	14	11	16	17	16	14	3	15	4	16	23	12	0	9	6	17	21	19	9	7	11	14	14	17	10	13	19	17	18	14	14	22	20	23	7
5	23	16	17	21	13	23	22	20	17	7	24	6	16	19	20	24	24	13	8	16	15	24	20	12	19	17	27	10	19	17	7	26	18	8	23	22	19	22	11	24	22	8	17	8	11	18	24	24	22	27	20	6	14	18	18	8	6	11	19	14	10	15	8	18	5	4	19	6	4	11	21	15	12	21	13	18	12	25	23	24	10	11	4	15	14	21	16	27	15	8	8	5	6	10	13	25	13	20	12	20	22	19	23	18	9	20	24	23	13	24	7	24	16	19	9	0	15	19	16	21	9	8	13	15	6	13	2	21	20	20	26	12	16	24	23	24	2
10	16	15	11	10	22	9	11	20	9	11	14	11	23	16	10	30	30	22	6	9	4	10	20	4	2	29	33	9	14	12	13	13	4	10	16	11	7	10	8	31	12	9	23	22	12	31	37	37	28	14	8	16	14	30	15	17	18	24	10	19	10	5	8	28	15	12	19	16	15	21	9	27	12	15	13	24	17	13	10	10	6	4	12	25	27	35	23	16	21	18	9	19	17	21	2	14	22	25	8	11	7	20	7	5	18	25	13	9	5	10	14	13	29	13	6	15	0	26	22	12	10	11	20	23	15	18	13	18	20	25	15	15	22	31	29	31	13
19	36	6	30	13	27	34	17	31	27	17	21	22	3	7	16	8	9	11	18	26	25	34	31	22	29	7	12	20	8	27	24	36	29	11	34	17	15	14	13	9	11	16	3	18	10	10	20	15	31	22	14	24	24	8	6	27	23	21	29	30	21	25	15	6	22	16	30	23	16	31	12	30	22	9	24	7	28	37	33	34	21	21	21	26	24	18	5	38	31	12	18	23	14	9	24	20	12	35	23	9	17	30	20	29	28	5	13	21	23	34	13	11	10	8	17	19	26	0	32	31	20	18	9	6	25	28	20	9	30	4	22	25	4	9	7	9	17
15	30	30	24	28	13	30	29	13	22	19	32	13	29	32	27	37	38	27	17	21	22	31	17	19	26	31	38	16	32	22	11	31	25	23	19	29	26	29	23	37	29	23	30	21	26	32	38	39	9	33	27	16	14	33	31	11	18	20	24	3	15	22	21	32	15	18	12	18	22	9	27	8	14	34	15	31	7	33	28	30	18	19	13	16	16	35	30	23	4	26	17	24	25	28	22	32	27	6	20	30	29	8	29	25	9	33	30	29	22	31	20	31	30	33	21	16	22	32	0	26	14	16	26	29	14	8	14	34	15	33	33	11	29	37	36	38	18
15	5	28	2	21	25	12	20	9	6	16	19	13	28	32	20	35	36	28	16	7	10	13	5	12	13	34	39	13	30	5	17	5	10	23	5	20	18	21	22	37	23	22	28	25	25	35	47	43	32	19	19	19	9	36	30	20	21	27	3	23	12	10	20	34	17	18	11	21	21	25	19	27	13	33	10	29	22	5	4	10	12	18	16	29	28	45	28	5	24	25	16	22	23	26	14	18	28	29	10	22	18	13	16	15	22	32	23	14	20	13	19	22	33	31	19	21	12	31	26	0	13	15	26	29	18	16	17	33	8	31	20	12	28	37	34	36	18
2	18	17	12	16	13	18	17	14	9	5	20	3	16	20	15	24	25	21	5	8	10	19	13	5	14	23	27	2	19	9	5	18	14	11	16	17	15	17	12	25	18	10	17	13	13	25	36	31	18	22	15	7	6	24	18	8	9	16	11	12	2	10	8	22	6	7	12	10	9	13	16	16	4	21	5	18	10	15	15	19	5	8	3	18	17	34	17	20	13	14	5	10	12	15	10	20	16	17	5	18	17	12	18	14	10	20	19	18	10	19	8	20	23	20	9	9	10	20	14	13	0	4	14	17	7	10	4	22	12	20	21	7	16	25	23	25	5
2	20	15	14	17	16	19	18	15	11	2	21	5	15	19	16	23	24	15	3	10	11	20	15	8	15	22	26	4	18	11	8	20	14	10	18	18	15	18	9	24	19	9	16	11	12	21	35	30	22	23	16	10	8	23	17	11	7	13	13	14	4	11	7	21	5	5	13	7	8	15	17	18	6	20	8	17	12	23	17	20	8	6	4	15	14	33	16	22	15	12	3	9	10	14	12	21	15	19	10	19	18	14	19	15	12	19	20	19	11	20	6	21	19	18	7	8	11	18	16	15	4	0	13	16	8	12	3	20	14	19	22	9	15	24	22	24	3
14	30	6	24	13	26	28	15	25	22	11	30	16	6	9	14	13	14	6	13	21	20	29	25	17	24	12	17	15	8	22	18	31	23	4	28	16	9	15	8	14	12	5	6	12	3	15	25	20	26	20	12	17	19	13	7	21	17	15	24	24	15	20	9	11	16	10	24	17	6	25	12	25	17	10	18	5	22	30	28	29	17	16	15	19	18	23	6	32	25	3	13	17	6	4	19	19	5	30	17	9	16	24	27	24	23	10	13	28	10	29	7	12	15	9	11	13	20	9	26	26	14	13	0	6	19	23	14	11	25	9	20	20	5	14	12	14	12
16	33	9	27	15	21	31	30	28	24	14	32	19	2	9	28	10	11	5	16	23	23	32	28	20	27	5	13	17	10	25	21	34	26	10	31	30	15	18	13	9	14	13	4	12	10	7	14	17	25	34	17	20	22	8	9	24	20	15	27	27	18	23	12	4	19	13	27	20	10	28	15	24	19	11	21	1	25	33	30	31	20	19	18	19	18	11	6	35	28	6	16	20	7	4	22	33	6	32	20	12	30	27	30	27	25	4	15	30	17	32	10	14	6	11	14	15	23	6	29	29	17	16	6	0	22	26	17	11	28	4	34	23	4	9	9	9	15
7	22	22	16	21	7	23	22	14	13	12	25	6	22	25	21	29	30	17	11	12	15	24	17	12	19	21	29	8	24	14	4	22	18	13	20	23	19	22	16	30	23	14	22	12	17	22	28	28	12	27	20	2	11	23	23	2	6	12	16	11	7	15	13	22	3	10	13	6	10	5	21	10	7	26	8	23	6	25	19	24	10	13	2	12	13	26	22	24	8	15	11	11	13	16	16	25	17	13	10	23	22	11	23	19	4	26	24	23	16	24	13	25	20	25	14	6	15	25	14	18	7	8	19	22	0	8	6	27	17	25	27	11	21	30	28	29	6
11	20	25	14	24	13	26	25	8	12	16	28	10	25	29	24	33	34	25	13	11	17	27	12	15	21	29	36	12	28	12	7	21	21	20	15	25	22	25	19	34	26	19	26	19	22	30	36	40	13	29	23	12	8	31	27	7	14	20	14	5	11	18	17	31	11	15	7	14	18	7	23	12	10	30	11	27	3	20	18	26	15	16	9	21	22	34	26	19	7	22	13	17	20	24	19	28	25	10	17	26	25	4	25	22	4	29	26	25	19	26	16	27	28	28	17	13	18	28	8	16	10	12	23	26	8	0	11	30	10	29	29	6	25	34	32	34	14
3	21	17	15	19	11	21	20	16	13	7	23	4	17	20	18	24	25	14	8	12	12	22	16	9	16	18	28	5	19	13	5	22	16	9	19	20	17	19	12	25	20	9	17	9	12	19	25	25	16	24	18	4	10	19	18	6	4	10	15	12	6	13	8	19	3	5	15	4	5	10	18	14	8	21	9	18	10	24	19	21	8	11	2	12	11	23	17	23	13	10	8	7	8	11	13	23	14	18	11	20	20	15	20	16	7	21	21	20	13	21	8	22	17	20	10	2	13	20	14	17	4	3	14	17	6	11	0	22	16	20	24	11	16	25	23	25	3
21	37	5	31	10	34	25	13	33	29	19	17	24	10	2	13	12	14	16	20	29	28	24	32	23	15	15	18	23	4	29	26	39	21	11	35	14	13	11	11	17	8	12	8	28	10	18	24	19	42	21	11	25	26	16	4	29	25	30	31	32	23	27	16	14	24	18	32	25	18	33	10	37	25	3	26	12	30	26	35	23	23	15	23	35	34	22	6	40	33	14	20	25	16	15	15	19	16	38	24	7	14	32	17	15	31	11	9	19	14	24	14	8	18	4	13	21	18	9	34	33	22	20	11	11	27	30	22	0	33	11	18	27	7	17	15	17	19
13	13	28	8	26	24	19	27	2	10	15	30	14	27	31	26	35	36	27	15	9	20	20	3	15	24	34	39	13	30	7	17	13	23	22	6	27	24	27	21	36	28	21	28	25	24	36	47	42	21	32	25	18	8	35	30	20	20	26	10	12	11	20	19	33	17	17	4	20	20	15	27	20	9	33	11	29	12	14	12	18	15	18	15	26	27	45	28	9	13	23	15	22	22	26	21	30	27	18	13	29	27	6	28	24	11	30	29	28	21	20	18	29	32	31	19	20	20	30	15	8	12	14	25	28	17	10	16	33	0	30	31	6	27	36	34	36	16
20	36	8	30	16	24	33	29	31	27	17	36	22	5	10	31	6	7	13	18	26	25	35	31	22	29	4	6	20	10	28	24	36	29	13	33	30	18	17	17	5	14	15	6	15	13	7	9	13	28	37	16	24	25	5	9	27	24	18	29	30	21	26	15	3	22	16	30	23	16	31	14	27	22	11	23	5	28	37	33	34	22	21	21	23	21	7	7	37	32	11	18	17	14	8	24	35	12	30	23	11	33	31	33	29	28	0	15	33	24	34	13	14	7	11	17	20	25	4	33	31	20	19	9	4	25	29	20	11	30	0	37	26	8	5	6	5	18
21	19	17	20	10	34	10	6	32	20	22	1	23	21	17	7	35	42	24	18	27	19	11	32	19	13	40	38	20	14	29	25	17	12	16	24	6	11	9	15	42	11	17	20	33	18	43	44	38	39	2	8	28	26	41	17	29	27	36	20	31	22	16	20	39	27	23	31	27	26	32	11	39	23	17	25	35	28	15	16	11	20	17	23	35	34	42	17	24	32	21	20	30	29	23	13	1	24	36	23	13	8	31	5	8	29	37	12	6	13	10	24	13	41	15	18	26	15	22	33	20	21	22	20	34	27	29	24	18	31	37	0	26	19	42	40	42	26
7	16	22	10	21	18	23	22	4	8	11	25	5	22	25	20	30	31	25	10	7	15	24	8	11	18	29	33	8	25	8	7	17	18	17	11	22	19	22	16	31	23	16	23	19	19	30	42	37	17	26	20	12	3	30	24	13	14	20	10	9	8	15	14	28	11	12	4	14	15	11	20	17	3	27	5	24	8	16	14	23	11	13	9	22	21	40	23	15	10	19	10	17	18	21	18	25	25	14	6	23	22	4	22	19	8	26	23	22	15	23	13	24	28	25	14	12	15	25	11	12	7	9	20	23	11	6	11	27	6	26	26	0	22	31	29	31	11
16	32	2	26	11	29	30	14	28	24	13	17	18	3	5	13	11	12	10	14	23	22	31	28	18	15	11	15	17	5	24	20	33	26	7	30	14	11	12	11	12	9	8	1	22	6	13	24	18	36	19	11	20	21	11	4	24	20	25	26	26	18	22	12	10	19	13	27	20	13	28	9	31	19	6	20	5	25	34	30	31	18	18	18	30	28	21	2	34	28	8	15	20	10	10	21	17	11	32	19	6	14	27	17	15	25	8	10	18	13	31	10	9	10	6	14	16	22	4	29	28	16	15	5	4	21	25	16	7	27	8	19	22	0	12	10	12	14
25	41	13	35	21	26	39	35	36	33	22	41	27	11	15	36	6	4	14	24	32	31	40	36	28	35	9	2	26	15	33	29	42	34	18	39	36	23	22	21	0	19	21	12	17	18	9	6	3	30	43	22	26	30	6	14	28	22	20	35	35	26	31	20	8	27	21	35	24	21	36	20	29	28	16	29	10	33	41	39	40	28	27	26	24	23	4	13	43	36	17	24	19	19	13	30	41	14	32	28	17	38	35	38	35	34	5	20	39	25	40	18	19	10	16	22	24	31	9	37	37	25	24	14	9	30	34	25	17	36	5	42	31	12	0	2	0	24
23	39	11	33	19	30	37	35	34	30	20	38	25	9	13	34	4	3	18	21	30	29	38	34	25	32	9	3	24	13	30	27	40	32	16	37	33	21	20	20	2	17	19	10	21	16	13	10	5	34	41	20	27	28	8	12	30	27	24	32	33	24	29	18	9	25	19	33	26	19	34	18	33	26	14	27	10	31	40	36	37	24	24	24	29	27	8	11	41	35	15	21	23	18	13	27	39	18	36	26	15	36	34	36	32	31	5	18	37	27	38	16	17	13	14	20	23	29	7	36	34	23	22	12	9	28	32	23	15	34	6	40	29	10	2	0	2	20
24	41	14	35	21	28	39	35	36	33	22	40	27	11	15	36	6	4	16	23	32	31	40	36	27	35	11	2	26	16	32	29	42	34	18	39	36	23	22	22	1	19	21	12	19	18	11	8	3	32	40	22	28	30	6	14	30	24	21	35	35	26	31	20	8	28	21	35	26	21	36	20	31	28	17	29	10	33	42	39	40	26	26	26	26	25	6	13	43	37	17	23	21	19	12	29	38	16	34	28	17	38	36	39	34	34	6	21	39	29	40	18	19	11	16	23	24	31	9	38	36	25	24	14	9	29	34	25	17	36	5	42	31	12	0	2	0	22
4	22	14	16	21	13	21	20	16	13	3	24	7	14	19	20	22	22	11	6	12	13	24	17	10	17	20	25	8	16	13	6	22	16	8	19	22	17	20	9	23	22	6	15	11	9	20	26	29	18	25	18	7	11	21	16	8	7	14	15	16	6	13	6	20	5	2	15	7	4	11	19	15	8	19	9	16	13	23	19	22	10	9	4	18	17	24	14	23	17	8	6	8	6	9	13	23	11	21	10	18	20	16	20	18	9	18	21	21	13	22	5	22	18	17	7	2	13	17	18	18	5	3	12	15	6	14	3	19	16	18	26	11	14	24	20	22	0
2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	3	2	2	2	2	3	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	2	2	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2		
0 2 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 1 0 1 1 1 0 1 0 1 0 1 0 1
0 0 1 1 1 0 1 0 1 0 1 0 1 0 1
0 1 1 2 2 2 1 1 1 2 1 1 1 1 1
0 1 1 2 1 1 1 1 1 1 1 1 1 2 1
0 0 1 0 1 0 1 0 1 1 1 1 1 0 1
0 1 1 1 1 1 1 1 1 2 1 1 1 1 1
0 1 1 1 1 1 1 1 1 1 1 1 2 1 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 1 0 1 0 1 0 1 1 1 0 1 0 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 2 0 2 1 2 1 2 0 2 1 2 0 2
0 1 1 1 1 1 1 1 1 1 1 1 2 1 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 1 1 0 1
0 2 1 2 0 2 0 2 0 2 0 2 0 2 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 1 1 0 1 0 1 0 1 0 1 0 1 0 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 1 1 1 1 1 1 1 1 1 1 1 1 2
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 2 1 2 0 2 0 2 0 2 0 2 0 2
0 0 1 0 1 0 1 1 1 0 1 0 1 0 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 1 1 1 1 1 1 1 1 1 2 1 1 1 1
0 2 1 1 1 1 1 1 2 1 1 1 1 1 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 1 1 1 1 1 1 1 2 1 1 1 2 1
0 1 0 1 0 1 0 1 0 1 0 1 1 1 0
0 1 1 1 1 0 1 0 1 1 1 0 1 0 1
0 0 1 0 1 0 1 0 1 0 1 0 1 1 1
0 2 2 1 1 1 1 1 1 1 1 1 1 1 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 1 1 0 1
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 2 0 2 0 2 0 2 1 2 0 2 0 2 0
0 0 1 0 1 0 1 0 1 0 1 0 1 1 1
0 1 0 1 1 1 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 1 0 1 0 1 0 1 0 1 1 1 0 1
0 1 1 1 1 1 1 1 2 1 1 1 1 1 1
0 1 1 1 1 1 1 2 1 1 1 1 1 1 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 1
0 0 1 0 1 0 1 0 1 0 1 0 1 1 1
0 2 0 2 0 2 0 2 0 2 0 2 0 2 1
0 1 1 1 1 1 1 1 1 1 1 1 1 1 2
0 1 0 1 0 1 0 1 1 1 0 1 1 1 0
0 1 0 1 0 1 0 1 0 1 0 1 1 1 0
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 2 1 1 1 1 1 1 1 1 1 1 1 1 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 1
0 1 0 1 1 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 2 1 1 1 1 1 2 1 1 2 1 1 1 1
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
0 0 1 0 1 0 1 0 1 0 1 0 1 0 1
0 0 2 0 2 0 2 0 2 1 2 0 2 1 2
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
